"","asdcase","group","time","n","mean","sd","median","min","max"
"1",0,1,"1",24,4.15364017580536,3.28516931413065,3.59230201282077,0.374531835205993,12.6728110599078
"2",0,1,"2",18,0.984697287899164,1.09017637777376,0.569805194805195,0,3.14009661835749
"3",0,1,"3",13,0.932150244249946,1.20657834389492,0.425531914893617,0,4.3859649122807
"4",0,2,"1",26,4.03670040721378,3.28790525965454,3.40024898848429,0,12.7167630057803
"5",0,2,"2",10,2.98158369848995,2.9948796996389,1.99991257212799,0.355239786856128,9.32539682539683
"6",0,2,"3",5,3.15323092106086,3.40816374480553,1.4760147601476,0.735294117647059,8.80952380952381
"7",0,3,"1",25,4.14407619325505,3.33114837273438,3.11284046692607,0.833333333333333,14.0776699029126
"8",0,3,"2",22,1.83896303024759,1.70433955300135,1.68668259557344,0,8.11359026369168
"9",0,3,"3",1,0.907441016333938,NA,0.907441016333938,0.907441016333938,0.907441016333938
"10",1,1,"1",6,4.13949355859892,2.80121394670942,3.68492224475998,0.606060606060606,8.9080459770115
"11",1,1,"2",4,1.83040190366013,2.45064407909993,0.995829188030919,0,5.32994923857868
"12",1,1,"3",5,0.926772548762537,0.801916671808174,0.903614457831325,0,2.05696202531646
"13",1,2,"1",3,5.47639734085961,3.14166543500797,6.62020905923345,1.92307692307692,7.88590604026846
"14",1,2,"2",2,1.92307692307692,2.71964146610211,1.92307692307692,0,3.84615384615385
"15",1,2,"3",0,NA,NA,NA,Inf,-Inf
"16",1,3,"1",5,7.45852645668088,7.0856156936603,6.645056726094,1.20481927710843,18.8202247191011
"17",1,3,"2",4,4.87121835043457,3.08776630478005,4.04779962273691,2.10355987055016,9.28571428571429
"18",1,3,"3",0,NA,NA,NA,Inf,-Inf
