"","asdcase","group","time","n","mean","sd","median","min","max"
"1",0,1,"1",24,1.98234953703704,0.360407731723663,2,1.16666666666667,2.55555555555556
"2",0,1,"2",17,2.15686274509804,0.255521807945061,2.11111111111111,1.83333333333333,2.55555555555556
"3",0,1,"3",13,2.2948717948718,0.351645613570718,2.16666666666667,1.66666666666667,2.88888888888889
"4",0,2,"1",25,1.89111111111111,0.350440639731337,1.83333333333333,1.22222222222222,2.72222222222222
"5",0,2,"2",11,1.95454545454545,0.275342863499963,1.83333333333333,1.66666666666667,2.55555555555556
"6",0,2,"3",5,2.03333333333333,0.224295880424294,1.94444444444444,1.83333333333333,2.38888888888889
"7",0,3,"1",22,2.02064765300059,0.334664694984813,2.05555555555556,1.38888888888889,2.55555555555556
"8",0,3,"2",19,2.02046783625731,0.303280263930312,2.05555555555556,1.44444444444444,2.61111111111111
"9",0,3,"3",0,NA,NA,NA,Inf,-Inf
"10",1,1,"1",6,1.76851851851852,0.318981145513989,1.77777777777778,1.33333333333333,2.27777777777778
"11",1,1,"2",5,2.06666666666667,0.389681731483338,2.22222222222222,1.5,2.38888888888889
"12",1,1,"3",5,1.96666666666667,0.287603980123215,1.88888888888889,1.66666666666667,2.44444444444444
"13",1,2,"1",3,2.09259259259259,0.169725025739108,2.05555555555556,1.94444444444444,2.27777777777778
"14",1,2,"2",2,1.52777777777778,0.0392837100659225,1.52777777777778,1.5,1.55555555555556
"15",1,2,"3",0,NA,NA,NA,Inf,-Inf
"16",1,3,"1",4,1.72222222222222,0.854665241423284,1.58333333333334,0.833333333333333,2.88888888888889
"17",1,3,"2",2,2.44444444444445,0.62853936105471,2.44444444444445,2,2.88888888888889
"18",1,3,"3",0,NA,NA,NA,Inf,-Inf
